IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
1889,78,17,37.1,4588.0,112.0,1163.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,17,2015-03-22
1890,78,18,42.0,4665.0,39.0,1113.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,18,2015-03-22
1891,78,19,51.52,5231.0,0.0,1152.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,19,2015-03-22
1892,78,20,59.01,6049.0,0.0,1281.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,20,2015-03-22
1893,78,21,59.01,6093.0,0.0,1489.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,21,2015-03-22
1894,78,22,53.01,5865.0,0.0,1645.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,22,2015-03-22
1895,78,23,49.19,5638.0,0.0,1737.0,-0.781831,0.62349,1.0,0.0,0.984474,0.175531,23,2015-03-22
1896,79,0,50.77,5413.0,0.0,2108.0,0.0,1.0,1.0,0.0,0.987349,0.158559,0,2015-03-23
1897,79,1,47.75,4579.0,0.0,1944.0,0.0,1.0,1.0,0.0,0.987349,0.158559,1,2015-03-23
1898,79,2,45.03,4307.0,0.0,1679.0,0.0,1.0,1.0,0.0,0.987349,0.158559,2,2015-03-23
1899,79,3,42.06,4175.0,0.0,1398.0,0.0,1.0,1.0,0.0,0.987349,0.158559,3,2015-03-23
1900,79,4,42.0,4135.0,0.0,1163.0,0.0,1.0,1.0,0.0,0.987349,0.158559,4,2015-03-23
1901,79,5,45.83,4160.0,0.0,1045.0,0.0,1.0,1.0,0.0,0.987349,0.158559,5,2015-03-23
1902,79,6,52.0,4257.0,0.0,1020.0,0.0,1.0,1.0,0.0,0.987349,0.158559,6,2015-03-23
1903,79,7,57.85,4488.0,0.0,1002.0,0.0,1.0,1.0,0.0,0.987349,0.158559,7,2015-03-23
1904,79,8,59.79,5132.0,1.0,936.0,0.0,1.0,1.0,0.0,0.987349,0.158559,8,2015-03-23
1905,79,9,61.69,5913.0,38.0,848.0,0.0,1.0,1.0,0.0,0.987349,0.158559,9,2015-03-23
1906,79,10,65.19,6211.0,128.0,837.0,0.0,1.0,1.0,0.0,0.987349,0.158559,10,2015-03-23
1907,79,11,62.0,6314.0,196.0,929.0,0.0,1.0,1.0,0.0,0.987349,0.158559,11,2015-03-23
1908,79,12,60.12,6394.0,240.0,1150.0,0.0,1.0,1.0,0.0,0.987349,0.158559,12,2015-03-23
1909,79,13,58.69,6235.0,259.0,1405.0,0.0,1.0,1.0,0.0,0.987349,0.158559,13,2015-03-23
1910,79,14,55.49,6147.0,253.0,1685.0,0.0,1.0,1.0,0.0,0.987349,0.158559,14,2015-03-23
1911,79,15,54.76,6190.0,224.0,1988.0,0.0,1.0,1.0,0.0,0.987349,0.158559,15,2015-03-23
1912,79,16,52.54,6121.0,170.0,2240.0,0.0,1.0,1.0,0.0,0.987349,0.158559,16,2015-03-23
1913,79,17,51.48,6029.0,91.0,2427.0,0.0,1.0,1.0,0.0,0.987349,0.158559,17,2015-03-23
1914,79,18,52.41,5859.0,11.0,2547.0,0.0,1.0,1.0,0.0,0.987349,0.158559,18,2015-03-23
1915,79,19,55.49,6229.0,0.0,2658.0,0.0,1.0,1.0,0.0,0.987349,0.158559,19,2015-03-23
1916,79,20,58.59,6916.0,0.0,2816.0,0.0,1.0,1.0,0.0,0.987349,0.158559,20,2015-03-23
1917,79,21,53.41,6781.0,0.0,2935.0,0.0,1.0,1.0,0.0,0.987349,0.158559,21,2015-03-23
1918,79,22,50.7,6446.0,0.0,3011.0,0.0,1.0,1.0,0.0,0.987349,0.158559,22,2015-03-23
1919,79,23,45.83,6182.0,0.0,3060.0,0.0,1.0,1.0,0.0,0.987349,0.158559,23,2015-03-23
1920,80,0,33.0,5524.0,0.0,3417.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,0,2015-03-24
1921,80,1,32.0,5072.0,0.0,3433.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,1,2015-03-24
1922,80,2,30.0,4755.0,0.0,3460.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,2,2015-03-24
1923,80,3,28.52,4575.0,0.0,3474.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,3,2015-03-24
1924,80,4,29.49,4475.0,0.0,3470.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,4,2015-03-24
1925,80,5,31.0,4485.0,0.0,3469.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,5,2015-03-24
1926,80,6,39.5,4577.0,0.0,3467.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,6,2015-03-24
1927,80,7,45.35,4695.0,0.0,3454.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,7,2015-03-24
1928,80,8,51.69,5311.0,23.0,3441.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,8,2015-03-24
1929,80,9,53.69,6039.0,69.0,3408.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,9,2015-03-24
1930,80,10,54.82,6292.0,105.0,3367.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,10,2015-03-24
1931,80,11,53.49,6396.0,132.0,3355.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,11,2015-03-24
1932,80,12,53.28,6476.0,149.0,3344.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,12,2015-03-24
1933,80,13,52.89,6317.0,156.0,3295.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,13,2015-03-24
1934,80,14,50.48,6229.0,152.0,3235.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,14,2015-03-24
1935,80,15,50.0,6271.0,139.0,3188.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,15,2015-03-24
1936,80,16,49.61,6202.0,116.0,3172.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,16,2015-03-24
1937,80,17,50.44,6110.0,83.0,3177.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,17,2015-03-24
1938,80,18,48.69,5939.0,41.0,3180.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,18,2015-03-24
1939,80,19,53.0,6311.0,4.0,3177.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,19,2015-03-24
1940,80,20,56.77,7001.0,0.0,3161.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,20,2015-03-24
1941,80,21,54.82,6865.0,0.0,3140.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,21,2015-03-24
1942,80,22,52.69,6528.0,0.0,3085.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,22,2015-03-24
1943,80,23,46.57,6263.0,0.0,2998.0,0.781831,0.62349,1.0,0.0,0.989932,0.14154,23,2015-03-24
1944,81,0,39.5,5593.0,0.0,2894.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,0,2015-03-25
1945,81,1,35.2,5225.0,0.0,2777.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,1,2015-03-25
1946,81,2,32.0,4905.0,0.0,2665.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,2,2015-03-25
1947,81,3,31.4,4723.0,0.0,2603.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,3,2015-03-25
1948,81,4,30.0,4622.0,0.0,2628.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,4,2015-03-25
1949,81,5,30.71,4632.0,0.0,2684.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,5,2015-03-25
1950,81,6,39.5,4726.0,0.0,2703.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,6,2015-03-25
1951,81,7,45.35,4862.0,0.0,2687.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,7,2015-03-25
1952,81,8,48.6,5492.0,41.0,2628.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,8,2015-03-25
1953,81,9,48.11,6227.0,114.0,2510.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,9,2015-03-25
1954,81,10,48.07,6483.0,171.0,2556.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,10,2015-03-25
1955,81,11,44.65,6589.0,211.0,2648.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,11,2015-03-25
1956,81,12,42.69,6670.0,238.0,2757.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,12,2015-03-25
1957,81,13,40.85,6517.0,249.0,2868.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,13,2015-03-25
1958,81,14,38.4,6445.0,240.0,2947.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,14,2015-03-25
1959,81,15,34.8,6488.0,221.0,2994.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,15,2015-03-25
1960,81,16,35.2,6418.0,187.0,3014.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,16,2015-03-25
1961,81,17,41.26,6325.0,138.0,3008.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,17,2015-03-25
1962,81,18,46.69,6152.0,74.0,2960.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,18,2015-03-25
1963,81,19,50.61,6511.0,9.0,2871.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,19,2015-03-25
1964,81,20,58.11,7200.0,0.0,2766.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,20,2015-03-25
1965,81,21,56.56,7062.0,0.0,2621.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,21,2015-03-25
1966,81,22,52.41,6722.0,0.0,2422.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,22,2015-03-25
1967,81,23,50.48,6454.0,0.0,2150.0,0.974928,-0.222521,1.0,0.0,0.992222,0.124479,23,2015-03-25
1968,82,0,41.45,5562.0,0.0,2006.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,0,2015-03-26
1969,82,1,38.4,5107.0,0.0,1792.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,1,2015-03-26
1970,82,2,34.0,4789.0,0.0,1665.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,2,2015-03-26
1971,82,3,32.0,4651.0,0.0,1663.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,3,2015-03-26
1972,82,4,30.06,4634.0,0.0,1763.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,4,2015-03-26
1973,82,5,32.4,4644.0,0.0,1904.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,5,2015-03-26
1974,82,6,38.4,4737.0,0.0,2023.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,6,2015-03-26
1975,82,7,44.05,4872.0,2.0,2079.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,7,2015-03-26
1976,82,8,50.14,5497.0,37.0,2039.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,8,2015-03-26
1977,82,9,51.5,6226.0,101.0,1954.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,9,2015-03-26
1978,82,10,51.02,6463.0,156.0,1960.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,10,2015-03-26
1979,82,11,50.48,6559.0,196.0,2045.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,11,2015-03-26
1980,82,12,50.48,6639.0,227.0,2165.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,12,2015-03-26
1981,82,13,49.66,6479.0,246.0,2264.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,13,2015-03-26
1982,82,14,46.67,6407.0,230.0,2351.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,14,2015-03-26
1983,82,15,44.35,6458.0,211.0,2424.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,15,2015-03-26
1984,82,16,43.96,6373.0,178.0,2433.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,16,2015-03-26
1985,82,17,46.26,6255.0,130.0,2381.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,17,2015-03-26
1986,82,18,48.69,6050.0,68.0,2334.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,18,2015-03-26
1987,82,19,52.25,6423.0,8.0,2310.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,19,2015-03-26
1988,82,20,56.19,7098.0,0.0,2279.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,20,2015-03-26
1989,82,21,53.01,6962.0,0.0,2264.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,21,2015-03-26
1990,82,22,50.48,6641.0,0.0,2268.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,22,2015-03-26
1991,82,23,46.09,6376.0,0.0,2249.0,0.433884,-0.900969,1.0,0.0,0.994218,0.107381,23,2015-03-26
1992,83,0,35.35,5562.0,0.0,2371.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,0,2015-03-27
1993,83,1,28.5,4925.0,0.0,2391.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,1,2015-03-27
1994,83,2,26.51,4578.0,0.0,2358.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,2,2015-03-27
1995,83,3,25.25,4411.0,0.0,2288.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,3,2015-03-27
1996,83,4,25.25,4260.0,0.0,2190.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,4,2015-03-27
1997,83,5,26.0,4290.0,0.0,2067.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,5,2015-03-27
1998,83,6,30.0,4272.0,0.0,1908.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,6,2015-03-27
1999,83,7,41.19,4421.0,0.0,1700.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,7,2015-03-27
2000,83,8,43.6,5001.0,66.0,1408.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,8,2015-03-27
2001,83,9,45.73,5951.0,169.0,1074.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,9,2015-03-27
2002,83,10,45.6,6347.0,250.0,807.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,10,2015-03-27
2003,83,11,41.5,6539.0,310.0,638.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,11,2015-03-27
2004,83,12,41.1,6723.0,348.0,568.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,12,2015-03-27
2005,83,13,41.5,6636.0,364.0,583.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,13,2015-03-27
2006,83,14,41.5,6426.0,358.0,676.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,14,2015-03-27
2007,83,15,41.1,6375.0,330.0,809.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,15,2015-03-27
2008,83,16,41.1,6273.0,279.0,947.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,16,2015-03-27
2009,83,17,41.5,6155.0,207.0,1052.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,17,2015-03-27
2010,83,18,43.02,5847.0,112.0,1115.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,18,2015-03-27
2011,83,19,46.0,5993.0,14.0,1185.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,19,2015-03-27
2012,83,20,49.84,6679.0,0.0,1265.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,20,2015-03-27
2013,83,21,46.0,6690.0,0.0,1288.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,21,2015-03-27
2014,83,22,45.5,6423.0,0.0,1261.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,22,2015-03-27
2015,83,23,46.29,6228.0,0.0,1192.0,-0.433884,-0.900969,1.0,0.0,0.995919,0.090252,23,2015-03-27
2016,84,0,49.59,5228.0,0.0,955.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,0,2015-03-28
2017,84,1,43.41,5023.0,0.0,842.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,1,2015-03-28
2018,84,2,39.5,4722.0,0.0,732.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,2,2015-03-28
2019,84,3,36.44,4558.0,0.0,657.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,3,2015-03-28
2020,84,4,35.0,4420.0,0.0,615.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,4,2015-03-28
2021,84,5,35.0,4401.0,0.0,616.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,5,2015-03-28
2022,84,6,35.5,4298.0,0.0,642.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,6,2015-03-28
2023,84,7,37.69,4197.0,0.0,663.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,7,2015-03-28
2024,84,8,47.35,4338.0,34.0,654.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,8,2015-03-28
2025,84,9,51.18,4873.0,94.0,582.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,9,2015-03-28
2026,84,10,51.69,5207.0,142.0,486.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,10,2015-03-28
2027,84,11,50.48,5365.0,178.0,453.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,11,2015-03-28
2028,84,12,49.78,5515.0,201.0,485.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,12,2015-03-28
2029,84,13,49.0,5503.0,211.0,580.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,13,2015-03-28
2030,84,14,46.67,5339.0,207.0,756.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,14,2015-03-28
2031,84,15,37.69,5242.0,190.0,967.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,15,2015-03-28
2032,84,16,35.5,5112.0,158.0,1140.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,16,2015-03-28
2033,84,17,37.3,4983.0,114.0,1232.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,17,2015-03-28
2034,84,18,40.0,5067.0,57.0,1296.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,18,2015-03-28
2035,84,19,50.14,5466.0,4.0,1422.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,19,2015-03-28
2036,84,20,53.0,6130.0,0.0,1606.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,20,2015-03-28
2037,84,21,52.02,6235.0,0.0,1744.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,21,2015-03-28
2038,84,22,48.28,5805.0,0.0,1831.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,22,2015-03-28
2039,84,23,45.35,5537.0,0.0,1852.0,-0.974928,-0.222521,1.0,0.0,0.997325,0.073095,23,2015-03-28
2040,85,0,34.5,5124.0,0.0,2690.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,0,2015-03-29
2041,85,1,32.68,4686.0,0.0,2856.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,1,2015-03-29
2042,85,2,30.715,4550.5,0.0,2891.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,2,2015-03-29
2043,85,3,28.75,4415.0,0.0,2889.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,3,2015-03-29
2044,85,4,29.48,4245.0,0.0,2856.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,4,2015-03-29
2045,85,5,28.75,4131.0,0.0,2784.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,5,2015-03-29
2046,85,6,30.45,4044.0,0.0,2690.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,6,2015-03-29
2047,85,7,29.48,3955.0,0.0,2609.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,7,2015-03-29
2048,85,8,28.5,3831.0,4.0,2513.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,8,2015-03-29
2049,85,9,34.0,4085.0,60.0,2398.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,9,2015-03-29
2050,85,10,34.5,4478.0,124.0,2345.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,10,2015-03-29
2051,85,11,33.1,4834.0,177.0,2287.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,11,2015-03-29
2052,85,12,32.25,5115.0,215.0,2158.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,12,2015-03-29
2053,85,13,31.25,5239.0,236.0,1951.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,13,2015-03-29
2054,85,14,30.75,5151.0,227.0,1718.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,14,2015-03-29
2055,85,15,30.4,5016.0,207.0,1492.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,15,2015-03-29
2056,85,16,28.33,4920.0,168.0,1296.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,16,2015-03-29
2057,85,17,28.28,4778.0,112.0,1163.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,17,2015-03-29
2058,85,18,27.08,4724.0,39.0,1113.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,18,2015-03-29
2059,85,19,32.25,4755.0,0.0,1152.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,19,2015-03-29
2060,85,20,46.71,5048.0,0.0,1281.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,20,2015-03-29
2061,85,21,51.0,5704.0,0.0,1489.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,21,2015-03-29
2062,85,22,48.27,5828.0,0.0,1645.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,22,2015-03-29
2063,85,23,40.53,5566.0,0.0,1737.0,-0.781831,0.62349,1.0,0.0,0.998435,0.055917,23,2015-03-29
2064,86,0,31.1,5143.0,0.0,2108.0,0.0,1.0,1.0,0.0,0.99925,0.038722,0,2015-03-30
2065,86,1,27.95,4480.0,0.0,1944.0,0.0,1.0,1.0,0.0,0.99925,0.038722,1,2015-03-30
2066,86,2,25.0,4509.0,0.0,1679.0,0.0,1.0,1.0,0.0,0.99925,0.038722,2,2015-03-30
2067,86,3,25.0,4342.0,0.0,1398.0,0.0,1.0,1.0,0.0,0.99925,0.038722,3,2015-03-30
2068,86,4,24.23,4304.0,0.0,1163.0,0.0,1.0,1.0,0.0,0.99925,0.038722,4,2015-03-30
2069,86,5,25.35,4277.0,0.0,1045.0,0.0,1.0,1.0,0.0,0.99925,0.038722,5,2015-03-30
2070,86,6,30.51,4337.0,0.0,1020.0,0.0,1.0,1.0,0.0,0.99925,0.038722,6,2015-03-30
2071,86,7,48.88,4464.0,0.0,1002.0,0.0,1.0,1.0,0.0,0.99925,0.038722,7,2015-03-30
2072,86,8,50.48,4754.0,1.0,936.0,0.0,1.0,1.0,0.0,0.99925,0.038722,8,2015-03-30
2073,86,9,51.33,5566.0,38.0,848.0,0.0,1.0,1.0,0.0,0.99925,0.038722,9,2015-03-30
2074,86,10,51.08,5908.0,128.0,837.0,0.0,1.0,1.0,0.0,0.99925,0.038722,10,2015-03-30
2075,86,11,49.65,6099.0,196.0,929.0,0.0,1.0,1.0,0.0,0.99925,0.038722,11,2015-03-30
2076,86,12,49.69,6236.0,240.0,1150.0,0.0,1.0,1.0,0.0,0.99925,0.038722,12,2015-03-30
2077,86,13,49.26,6170.0,259.0,1405.0,0.0,1.0,1.0,0.0,0.99925,0.038722,13,2015-03-30
2078,86,14,46.5,6179.0,253.0,1685.0,0.0,1.0,1.0,0.0,0.99925,0.038722,14,2015-03-30
2079,86,15,39.94,6293.0,224.0,1988.0,0.0,1.0,1.0,0.0,0.99925,0.038722,15,2015-03-30
2080,86,16,36.07,6251.0,170.0,2240.0,0.0,1.0,1.0,0.0,0.99925,0.038722,16,2015-03-30
2081,86,17,34.46,6231.0,91.0,2427.0,0.0,1.0,1.0,0.0,0.99925,0.038722,17,2015-03-30
2082,86,18,42.32,6001.0,11.0,2547.0,0.0,1.0,1.0,0.0,0.99925,0.038722,18,2015-03-30
2083,86,19,50.48,5901.0,0.0,2658.0,0.0,1.0,1.0,0.0,0.99925,0.038722,19,2015-03-30
2084,86,20,57.27,6069.0,0.0,2816.0,0.0,1.0,1.0,0.0,0.99925,0.038722,20,2015-03-30
2085,86,21,55.69,6359.0,0.0,2935.0,0.0,1.0,1.0,0.0,0.99925,0.038722,21,2015-03-30
2086,86,22,50.69,6235.0,0.0,3011.0,0.0,1.0,1.0,0.0,0.99925,0.038722,22,2015-03-30
2087,86,23,48.0,6016.0,0.0,3060.0,0.0,1.0,1.0,0.0,0.99925,0.038722,23,2015-03-30
2088,87,0,39.5,5423.0,0.0,1161.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,0,2015-03-31
2089,87,1,29.86,4725.0,0.0,1185.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,1,2015-03-31
2090,87,2,28.48,4566.0,0.0,1177.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,2,2015-03-31
2091,87,3,29.36,4379.0,0.0,1139.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,3,2015-03-31
2092,87,4,29.86,4298.0,0.0,1105.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,4,2015-03-31
2093,87,5,35.0,4278.0,0.0,1107.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,5,2015-03-31
2094,87,6,42.69,4348.0,0.0,1141.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,6,2015-03-31
2095,87,7,45.35,4477.0,3.0,1157.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,7,2015-03-31
2096,87,8,53.49,4789.0,80.0,1107.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,8,2015-03-31
2097,87,9,55.18,5627.0,178.0,954.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,9,2015-03-31
2098,87,10,53.98,6009.0,256.0,705.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,10,2015-03-31
2099,87,11,52.0,6204.0,312.0,520.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,11,2015-03-31
2100,87,12,49.69,6343.0,350.0,468.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,12,2015-03-31
2101,87,13,45.35,6276.0,366.0,467.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,13,2015-03-31
2102,87,14,45.0,6285.0,358.0,502.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,14,2015-03-31
2103,87,15,41.5,6401.0,330.0,570.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,15,2015-03-31
2104,87,16,39.5,6358.0,280.0,660.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,16,2015-03-31
2105,87,17,41.5,6337.0,209.0,757.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,17,2015-03-31
2106,87,18,43.8,6104.0,117.0,855.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,18,2015-03-31
2107,87,19,49.69,6002.0,21.0,969.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,19,2015-03-31
2108,87,20,53.69,6173.0,0.0,1141.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,20,2015-03-31
2109,87,21,50.89,6468.0,0.0,1357.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,21,2015-03-31
2110,87,22,47.02,6342.0,0.0,1530.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,22,2015-03-31
2111,87,23,41.5,6119.0,0.0,1635.0,0.781831,0.62349,1.0,0.0,0.999769,0.021516,23,2015-03-31
